creative_id,campaign_id,advertiser_id,advertiser_name,app_name,vertical,objective,format,language,asset_file,overall_ctr,overall_cvr,overall_ipm,overall_roas,total_impressions,total_clicks,total_conversions,total_spend_usd,total_revenue_usd,overall_ctr_pct_contextual,overall_cvr_pct_contextual,overall_ipm_pct_contextual,overall_roas_pct_contextual,overall_ctr_pct_global,overall_cvr_pct_global,overall_ipm_pct_global,overall_roas_pct_global,performance_score_contextual,performance_score_global,performance_score_final,readability_score,brand_visibility_score,clutter_score,novelty_score,motion_score,readability_score_pct_contextual,brand_visibility_score_pct_contextual,clutter_score_pct_contextual,novelty_score_pct_contextual,motion_score_pct_contextual,readability_score_pct_global,brand_visibility_score_pct_global,clutter_score_pct_global,novelty_score_pct_global,motion_score_pct_global,creative_quality_score_contextual,creative_quality_score_global,creative_quality_score_final,total_impressions_confidence_score,total_clicks_confidence_score,total_conversions_confidence_score,total_days_active_confidence_score,confidence_score_final,ctr_decay_pct,cvr_decay_pct,ctr_decay_health_score,cvr_decay_health_score,health_score_final,creative_status,fatigue_day,total_days_active,first_7d_ctr,last_7d_ctr,first_7d_cvr,last_7d_cvr,peak_rolling_ctr_5,width,height,creative_launch_date,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,duration_sec,text_density,copy_length_chars,faces_count,product_count,has_price,has_discount_badge,has_gameplay,has_ugc_style,peak_day_impressions,first_7d_impressions,first_7d_clicks,first_7d_conversions,last_7d_impressions,last_7d_clicks,last_7d_conversions,perf_score,primary_theme,target_age_segment,target_os,countries,start_date,end_date,daily_budget_usd,kpi_goal,hq_region,overall_ctr_context_level,overall_cvr_context_level,overall_ipm_context_level,overall_roas_context_level,brand_visibility_score_context_level,readability_score_context_level,clutter_score_context_level,novelty_score_context_level,motion_score_context_level
500239,20039,1003,CloudRoute,CloudRoute Trips,travel,booking,native,it,assets/creative_500239.png,0.0048877574775337,0.0507880910683012,0.2482398718887563,6.854440875476209,5957947,29121,1479,30790.1,211048.92,0.28,0.2,0.2,0.32,0.4351851851851852,0.05648148148148148,0.1,0.837037037037037,0.24,0.3035648148148148,0.252712962962963,0.818,0.617,0.23,0.697,0.415,0.46,0.6,0.37,0.58,0.32,0.49074074074074076,0.5203703703703704,0.24675925925925926,0.6712962962962963,0.32083333333333336,0.5565,0.5762962962962963,0.5604592592592593,0.9673103315234086,0.9630247723343532,0.8374528392977858,0.9917199075064455,0.934995047468891,-0.8192800496122605,0.0563985714285713,0.18071995038773947,1.0,0.5493959727132567,stable,,57,0.0098693123136146,0.0017835816316775,0.0507384252967291,0.0536,0.0103684199269481,320,320,2026-01-19,destination,escape,Install now,Escape this weekend,Flexible booking options,teal,adventurous,0,0.519,71,0,1,0,0,0,0,193947,1118315,11037,560,700837,1250,67,0.4574074074074074,family,35-44,Android,FR|IT,2026-01-17,2026-03-23,2656,IPM,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500240,20040,1004,SnapMeal,SnapMeal Kitchen,food_delivery,order,banner,en,assets/creative_500240.png,0.0039082543999872,0.0853445118228806,0.3335480638465392,1.336915780778827,6286950,24571,2097,28280.48,37808.62,0.4307692307692308,0.8615384615384616,0.6153846153846154,0.2923076923076923,0.20277777777777778,0.4462962962962963,0.3277777777777778,0.11203703703703703,0.5753846153846154,0.28925925925925927,0.5181595441595441,0.923,0.455,0.391,0.24,0.385,0.8615384615384616,0.23076923076923078,0.5538461538461539,0.09230769230769231,0.36153846153846153,0.8453703703703703,0.18703703703703703,0.6138888888888889,0.04814814814814815,0.27685185185185185,0.435,0.3919907407407407,0.4263981481481482,0.9706431666258022,0.9471087525181103,0.8774844740869863,0.9070003782702797,0.9382877505463992,-0.7988766985069181,-0.0266904814147502,0.20112330149308189,0.9733095185852498,0.5486070991845575,underperformer,,40,0.0090670099014423,0.0018235869660485,0.0846527527887729,0.0823933300637567,0.0098105271420768,320,480,2026-01-25,urgency,2-for-1,Install now,Hungry? We got you,Free delivery over $15,red,calm,0,0.325,46,1,3,1,1,0,0,245809,1225983,11116,941,1118126,2039,168,0.2141975308641975,discount,35-44,Android,US|JP|UK,2026-01-09,2026-03-05,4000,CPA,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500241,20040,1004,SnapMeal,SnapMeal Kitchen,food_delivery,order,interstitial,en,assets/creative_500241.png,0.005863113411519,0.0961553006428841,0.5637694327879375,1.6443111113909288,6765177,39665,3814,42885.09,70516.43000000001,0.723404255319149,0.7021276595744681,0.7872340425531915,0.44680851063829785,0.6703703703703704,0.6361111111111111,0.7444444444444445,0.23055555555555557,0.6851063829787234,0.5997685185185185,0.6680388100866824,0.929,0.562,0.281,0.669,0.355,0.8297872340425532,0.46808510638297873,0.425531914893617,0.7872340425531915,0.425531914893617,0.8583333333333333,0.38842592592592595,0.3560185185185185,0.625462962962963,0.23796296296296296,0.6148936170212765,0.5859722222222222,0.6091093380614657,0.9751889823357138,0.9919738839261611,0.946083649436928,0.9603064844621744,0.9713647496149522,-0.8500857583313636,-0.1275654744110816,0.14991424166863643,0.8724345255889184,0.4750483694327633,stable,,50,0.0116844675925152,0.0017516680984336,0.0987848463187991,0.0861833105335157,0.0126071666849323,360,640,2026-01-15,family,2-for-1,Get offer,"Fast food, fast",Fresh favorites nearby,orange,calm,0,0.377,73,1,2,1,0,0,1,372501,1795974,20985,2073,834633,1462,126,0.5484567901234568,discount,35-44,Android,US|JP|UK,2026-01-09,2026-03-05,4000,CPA,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500242,20040,1004,SnapMeal,SnapMeal Kitchen,food_delivery,order,rewarded_video,ja,assets/creative_500242.png,0.0070912457745587,0.1131808467625483,0.8025932013659034,1.875738388341876,4882922,34626,3919,37952.59,71189.13,0.95,0.9944444444444445,0.9777777777777777,0.5555555555555556,0.8490740740740741,0.8101851851851852,0.8379629629629629,0.337037037037037,0.8919444444444444,0.7330555555555556,0.8601666666666667,0.884,0.653,0.401,0.671,0.49,0.6944444444444444,0.7166666666666667,0.6638888888888889,0.8055555555555556,0.6333333333333333,0.7324074074074074,0.6050925925925926,0.6402777777777777,0.6287037037037037,0.44814814814814813,0.6206944444444444,0.5700925925925927,0.6105740740740742,0.9549722205576289,0.9792456008205794,0.9491984856084863,0.9403574963462502,0.9588663956755119,-0.8920128027627704,-0.0468831035284439,0.1079871972372296,0.9531168964715561,0.4882955618926765,fatigued,11.0,46,0.016135656426773,0.0017424443131101,0.1142757295124934,0.1089181286549707,0.0166441330865969,360,640,2026-01-19,reward,late-night,Start now,Dinner in minutes,Late-night deals available,orange,urgent,30,0.719,53,1,3,1,1,0,1,192046,1064041,17169,1962,785104,1368,149,0.6746913580246914,discount,35-44,Android,US|JP|UK,2026-01-09,2026-03-05,4000,CPA,Europe,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective
500243,20040,1004,SnapMeal,SnapMeal Kitchen,food_delivery,order,banner,ja,assets/creative_500243.png,0.0029940420698718,0.0825010490977759,0.2470116118073058,1.017666193836778,7959140,23830,1966,36348.52,36990.66,0.09230769230769231,0.6923076923076923,0.2,0.046153846153846156,0.03425925925925926,0.41388888888888886,0.09722222222222222,0.03148148148148148,0.27076923076923076,0.15064814814814814,0.24674501424501427,0.969,0.416,0.582,0.347,0.283,0.9153846153846154,0.14615384615384616,0.9461538461538461,0.2,0.19230769230769232,0.9208333333333333,0.12546296296296297,0.9435185185185185,0.11805555555555555,0.14814814814814814,0.3230769230769231,0.3074537037037037,0.3199522792022792,0.9852669943375254,0.9442400473239335,0.8700877280607184,0.9505356080726242,0.9444788717016808,-0.7299241702187779,-0.013078077211326,0.27007582978122213,0.986921922788674,0.5926565716345755,underperformer,,48,0.0065630224970667,0.0017725137467681,0.0832666773316269,0.0821777092963533,0.0081901477634982,320,480,2026-01-17,reward,free delivery,Get offer,"Fast food, fast",Free delivery over $15,lime,urgent,0,0.594,38,0,2,1,1,0,0,404272,1904915,12502,1041,1098440,1947,160,0.0543209876543209,discount,35-44,Android,US|JP|UK,2026-01-09,2026-03-05,4000,CPA,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500244,20040,1004,SnapMeal,SnapMeal Kitchen,food_delivery,order,banner,ja,assets/creative_500244.png,0.0034484640553691,0.0865992414664981,0.2986343714194555,1.1549417133828677,12386384,42714,3699,57494.33,66402.6,0.2153846153846154,0.9076923076923077,0.47692307692307695,0.16923076923076924,0.09814814814814815,0.46296296296296297,0.21944444444444444,0.06481481481481481,0.47076923076923083,0.22513888888888886,0.42164316239316246,0.88,0.42,0.238,0.628,0.213,0.7230769230769231,0.18461538461538463,0.2153846153846154,0.6923076923076923,0.1076923076923077,0.7180555555555556,0.13472222222222222,0.2611111111111111,0.5537037037037037,0.08194444444444444,0.5161538461538462,0.4708564814814815,0.5070943732193732,1.0,0.9989118926840298,0.9425722332311871,0.9742668175438942,0.9840843723559989,-0.7112593978790671,0.0435536433150867,0.2887406021209329,1.0,0.6088073311665131,underperformer,,53,0.0061925957875125,0.0017880538363779,0.0872743969201426,0.0910755148741418,0.0073814589870315,320,480,2026-01-12,discount,discover,Learn more,2-for-1 tonight,Fresh favorites nearby,yellow,premium,0,0.37,33,0,2,1,0,0,1,1077395,4572073,28313,2471,1221999,2185,199,0.1274691358024691,discount,35-44,Android,US|JP|UK,2026-01-09,2026-03-05,4000,CPA,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500245,20040,1004,SnapMeal,SnapMeal Kitchen,food_delivery,order,interstitial,en,assets/creative_500245.png,0.0056180385649556,0.0935804914862506,0.525738810097259,1.5052569698269818,3773737,21201,1984,24240.2,36487.73,0.6382978723404256,0.6382978723404256,0.6595744680851063,0.3191489361702128,0.625,0.5935185185185186,0.7,0.1638888888888889,0.5819148936170213,0.5511574074074074,0.5757633963750985,0.933,0.492,0.482,0.278,0.064,0.851063829787234,0.2978723404255319,0.851063829787234,0.0851063829787234,0.0425531914893617,0.8675925925925926,0.24768518518518517,0.8268518518518518,0.06620370370370371,0.013888888888888888,0.3648936170212766,0.3541898148148149,0.36275285657998424,0.9389946049202031,0.9332888935279067,0.8711327805944331,0.894785866322238,0.9183922840607883,-0.8476251567318749,-0.0642393505189034,0.15237484326812512,0.9357606494810966,0.5048984560639623,stable,,38,0.0120784054775352,0.0018404451415682,0.0955635101420978,0.0894245723172628,0.0127238454288407,360,640,2026-01-27,celebrity,free delivery,Claim reward,"Your cravings, delivered",Fresh favorites nearby,lime,urgent,8,0.198,76,0,2,1,1,0,0,118189,763263,9219,881,698744,1286,115,0.4962962962962963,discount,35-44,Android,US|JP|UK,2026-01-09,2026-03-05,4000,CPA,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500246,20041,1005,MoonScreen,MoonScreen Stream,entertainment,signup,interstitial,en,assets/creative_500246.png,0.0047619828207986,0.0866137360501915,0.4124531231161996,1.7367365002082449,3782248,18011,1560,20144.57,34985.81,0.38095238095238093,0.2857142857142857,0.38095238095238093,0.47619047619047616,0.4074074074074074,0.4638888888888889,0.5175925925925926,0.2759259259259259,0.3761904761904762,0.4337962962962963,0.38771164021164023,0.76,0.424,0.379,0.305,0.709,0.5238095238095238,0.35714285714285715,0.34523809523809523,0.023809523809523808,0.5238095238095238,0.31157407407407406,0.14166666666666666,0.5856481481481481,0.08564814814814815,0.7402777777777778,0.4482142857142857,0.2766435185185185,0.4139001322751322,0.9391342913465288,0.9180126578496459,0.8435657899172028,0.9242479660442865,0.9092174413498645,-0.8136456043673344,-0.1504297149595228,0.18635439563266565,0.8495702850404772,0.48480154586618085,stable,,43,0.0095709356976036,0.001783585937566,0.0903718650908042,0.0767772511848341,0.0097858745460954,360,640,2026-01-25,ugc,watch now,Book now,Binge starts now,Cancel anytime,purple,adventurous,8,0.404,51,2,2,0,0,0,0,139283,724903,6938,627,591505,1055,81,0.4003086419753086,trailer,18-24,Android,US|FR,2026-01-11,2026-03-08,2798,ROAS,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500247,20041,1005,MoonScreen,MoonScreen Stream,entertainment,signup,interstitial,en,assets/creative_500247.png,0.0058159217313885,0.0949816314156293,0.5524057342328924,2.2557090500106654,4820732,28037,2663,25784.5,58162.33,0.8571428571428571,0.8571428571428571,0.8809523809523809,0.7857142857142857,0.6592592592592592,0.6194444444444445,0.7333333333333333,0.4787037037037037,0.8511904761904762,0.6391203703703703,0.808776455026455,0.799,0.428,0.382,0.99,0.615,0.6428571428571429,0.38095238095238093,0.39285714285714285,0.9880952380952381,0.2619047619047619,0.4273148148148148,0.14675925925925926,0.5930555555555556,0.9861111111111112,0.6226851851851852,0.5577380952380951,0.3896759259259259,0.5241256613756613,0.9541774244245905,0.9594709542367811,0.9048853427896274,0.9454995670434967,0.9427438935998428,-0.7998842741128749,-0.0732340483672633,0.20011572588712512,0.9267659516327367,0.5271083274726504,fatigued,14.0,47,0.0103332434842857,0.0020678445206262,0.0985644257703081,0.0913461538461538,0.0105420933674693,360,640,2026-01-21,competitive,watch now,Start now,Stream the hype,Cancel anytime,red,adventurous,5,0.277,48,1,3,0,0,0,1,224864,1105558,11424,1126,603527,1248,114,0.6237654320987653,trailer,18-24,Android,US|FR,2026-01-11,2026-03-08,2798,ROAS,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500248,20041,1005,MoonScreen,MoonScreen Stream,entertainment,signup,rewarded_video,fr,assets/creative_500248.png,0.0072229468773501,0.1175113122171945,0.8487779656324997,2.9898556284582227,3059693,22100,2597,19784.37,59152.41,0.9615384615384616,1.0,1.0,0.9615384615384616,0.8629629629629629,0.8185185185185185,0.8472222222222222,0.6277777777777778,0.9846153846153846,0.7993055555555556,0.9475534188034188,0.72,0.757,0.356,0.597,0.862,0.38461538461538464,0.9230769230769231,0.46153846153846156,0.34615384615384615,0.8461538461538461,0.20833333333333334,0.7944444444444444,0.5412037037037037,0.4875,0.8726851851851852,0.6307692307692307,0.5372222222222222,0.612059829059829,0.9259887498793525,0.9371794361132275,0.9020073121174548,0.9009694709504106,0.9215400980508996,-0.7062099064108636,-0.0447746310331073,0.29379009358913644,0.9552253689668927,0.5914359675091267,stable,,39,0.0120106452007259,0.0035286085775871,0.1194801127466332,0.1141304347826086,0.012683860753668,360,640,2026-01-29,drama,new season,Watch now,Watch what’s trending,Cancel anytime,black,excited,10,0.414,41,3,2,0,0,0,1,115430,531695,6386,763,521452,1840,210,0.7793209876543209,trailer,18-24,Android,US|FR,2026-01-11,2026-03-08,2798,ROAS,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500249,20041,1005,MoonScreen,MoonScreen Stream,entertainment,signup,native,en,assets/creative_500249.png,0.0044159455227376,0.0981356702906039,0.4333617738406477,2.17426775314214,5478102,24191,2374,23574.7,51257.71,0.5588235294117647,0.8235294117647058,0.5882352941176471,0.5294117647058824,0.32222222222222224,0.6638888888888889,0.5611111111111111,0.45740740740740743,0.6294117647058823,0.518287037037037,0.6071868191721133,0.722,0.592,0.349,0.628,0.684,0.2647058823529412,0.7352941176470589,0.5882352941176471,0.22058823529411764,0.3235294117647059,0.2111111111111111,0.46944444444444444,0.5259259259259259,0.5537037037037037,0.711574074074074,0.4647058823529412,0.42655092592592597,0.4570748910675382,0.9621038469479911,0.9456485969611347,0.8917115783526346,0.9351048350486648,0.9390420167074716,-0.7940602383332408,-0.1525414442478984,0.2059397616667592,0.8474585557521016,0.49462321900516326,stable,,45,0.0085779571860326,0.0017665424584792,0.1032205628365335,0.0874751491053678,0.0088563934058958,320,320,2026-01-23,ugc,trending,Shop now,A new season drops,New hits every week,black,trustworthy,0,0.092,37,2,2,0,0,0,1,239055,1147476,9843,1016,854211,1509,132,0.4469135802469136,trailer,18-24,Android,US|FR,2026-01-11,2026-03-08,2798,ROAS,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500250,20041,1005,MoonScreen,MoonScreen Stream,entertainment,signup,interstitial,fr,assets/creative_500250.png,0.0050980651183897,0.0922004132231405,0.4700437105540174,1.9670414307473876,4557023,23232,2142,24383.34,47963.04,0.5476190476190477,0.6904761904761905,0.5714285714285714,0.6666666666666666,0.49074074074074076,0.562037037037037,0.6203703703703703,0.37962962962962965,0.6154761904761904,0.531712962962963,0.598723544973545,0.811,0.504,0.306,0.763,0.642,0.6904761904761905,0.5476190476190477,0.14285714285714285,0.47619047619047616,0.35714285714285715,0.4675925925925926,0.26666666666666666,0.4166666666666667,0.7601851851851852,0.662962962962963,0.6440476190476191,0.46523148148148147,0.6082843915343916,0.9506891943118447,0.9418591438850615,0.8799191440115295,0.9454995670434967,0.9305296877666528,-0.8168938817377149,0.1435257054150305,0.18310611826228507,1.0,0.5507083650442568,stable,,47,0.0096463205176517,0.001766300305501,0.0914801727522575,0.1046099290780141,0.0098226451416658,360,640,2026-01-21,celebrity,watch now,Book now,Stream the hype,New hits every week,lime,excited,0,0.074,30,2,0,0,0,0,1,201278,1056154,10188,932,638623,1128,118,0.4969135802469136,trailer,18-24,Android,US|FR,2026-01-11,2026-03-08,2798,ROAS,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500251,20041,1005,MoonScreen,MoonScreen Stream,entertainment,signup,native,fr,assets/creative_500251.png,0.0034300565356321,0.0939064064064064,0.3221042830320249,1.684409654240029,9319963,31968,3002,39971.66,67328.65000000001,0.058823529411764705,0.5882352941176471,0.14705882352941177,0.20588235294117646,0.09351851851851851,0.600925925925926,0.29074074074074074,0.25,0.2514705882352941,0.32069444444444445,0.2653153594771242,0.668,0.369,0.236,0.418,0.68,0.08823529411764706,0.2647058823529412,0.3235294117647059,0.029411764705882353,0.29411764705882354,0.09861111111111111,0.07685185185185185,0.2550925925925926,0.2050925925925926,0.7069444444444445,0.3014705882352941,0.29363425925925923,0.29990332244008716,0.9950538987294273,0.9717631536182483,0.9186271822994817,0.9742668175438942,0.9690851792848695,-0.6497357581323469,-0.0714860059900559,0.35026424186765315,0.928513994009944,0.6104766303316841,underperformer,,53,0.0051039524686759,0.0017877320419693,0.0980554948656325,0.09104589917231,0.0064388446279179,320,320,2026-01-15,destination,new season,Start now,A new season drops,Start free today,orange,premium,0,0.459,20,3,1,0,0,0,1,920149,4483780,22885,2244,743400,1329,121,0.2114197530864197,trailer,18-24,Android,US|FR,2026-01-11,2026-03-08,2798,ROAS,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500252,20042,1006,NeonArena,NeonArena Arena,gaming,install,playable,pt,assets/creative_500252.png,0.0074793282048618,0.1890997518112762,1.414339107254455,1.8983666102681436,5333233,39889,7543,22145.97,42041.17,0.3181818181818182,0.06818181818181818,0.20454545454545456,0.7272727272727273,0.8833333333333333,0.9092592592592592,0.924074074074074,0.35,0.29772727272727273,0.7974074074074073,0.39766329966329966,0.619,0.47,0.454,0.545,0.738,0.25,0.4090909090909091,0.5454545454545454,0.22727272727272727,0.09090909090909091,0.04953703703703704,0.21064814814814814,0.774074074074074,0.4074074074074074,0.7611111111111111,0.34659090909090906,0.2213888888888889,0.3215505050505051,0.9604420165955749,0.9925014565935173,1.0,0.8819281957756119,0.9744206814051686,-0.8952256947587206,-0.0188488147884946,0.1047743052412794,0.9811511852115054,0.4991439012278811,fatigued,10.0,36,0.0166153531252931,0.0017408620800411,0.192434041679499,0.1888068880688806,0.0174173679891605,360,640,2026-01-16,competitive,challenge,Install now,Beat your rivals,Free rewards for new players,lime,excited,30,0.416,86,0,0,0,1,1,0,204528,1172530,19482,3749,934020,1626,307,0.7191358024691358,competitive,45-54,Both,BR|ES|MX,2026-01-03,2026-02-20,3636,CTR,LATAM,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500253,20042,1006,NeonArena,NeonArena Arena,gaming,install,native,es,assets/creative_500253.png,0.0045980892790121,0.1707837185773212,0.78527878542021,1.7898034268527854,13972108,64245,10972,34339.38,61460.74,0.05555555555555555,0.15,0.07222222222222222,0.7888888888888889,0.3731481481481482,0.8583333333333333,0.837037037037037,0.29907407407407405,0.2316666666666667,0.6419907407407406,0.31373148148148144,0.669,0.475,0.422,0.827,0.698,0.35,0.29444444444444445,0.39444444444444443,0.75,0.08611111111111111,0.10092592592592593,0.21944444444444444,0.6916666666666667,0.8412037037037037,0.7310185185185185,0.42125,0.2997916666666667,0.39695833333333336,1.0,1.0,1.0,0.9242479660442865,0.9962123983022143,-0.8175061877354981,-0.0967746596423722,0.1824938122645019,0.9032253403576278,0.5068229999064086,stable,,43,0.0101365021056099,0.0018498489122799,0.173178854542896,0.1564195298372513,0.0127337975762277,320,320,2026-01-09,competitive,free rewards,Install now,Beat your rivals,No ads in first week,lime,urgent,0,0.299,39,3,3,0,1,1,0,805947,4206382,42638,7384,1793660,3318,519,0.5030864197530864,competitive,45-54,Both,BR|ES|MX,2026-01-03,2026-02-20,3636,CTR,LATAM,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective
500254,20042,1006,NeonArena,NeonArena Arena,gaming,install,rewarded_video,es,assets/creative_500254.png,0.0078774023731061,0.1894144515339156,1.492093850013873,2.195094784916809,5391752,42473,8045,20389.32,44756.49,0.509090909090909,0.2,0.43636363636363634,0.9090909090909091,0.9074074074074074,0.9120370370370371,0.937037037037037,0.46296296296296297,0.48636363636363633,0.8300462962962962,0.5551001683501684,0.895,0.499,0.389,0.91,0.793,0.9636363636363636,0.34545454545454546,0.2545454545454545,0.9090909090909091,0.19090909090909092,0.7680555555555556,0.2564814814814815,0.6092592592592593,0.9300925925925926,0.8097222222222222,0.6486363636363637,0.512962962962963,0.6215016835016836,0.9611186743546448,0.9983818135105196,1.0,0.8683558521903784,0.975516649446739,-0.9003128653642095,-0.0353130269645385,0.09968713463579049,0.9646869730354615,0.48893706191564246,fatigued,10.0,34,0.0180582894051661,0.0018001791272248,0.194897825230823,0.1880153930731171,0.0195804220562541,360,640,2026-01-18,fantasy,power-up,Start now,Join the arena,Play with friends tonight,blue,excited,30,0.298,48,0,1,0,1,1,0,226056,1265513,22853,4454,1010455,1819,342,0.7691358024691358,competitive,45-54,Both,BR|ES|MX,2026-01-03,2026-02-20,3636,CTR,LATAM,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500255,20042,1006,NeonArena,NeonArena Arena,gaming,install,interstitial,es,assets/creative_500255.png,0.0064679701012347,0.1610122687285494,1.041422540068231,1.9030192431994128,7838317,50698,8163,24072.92,45811.23,0.5555555555555556,0.06349206349206349,0.3333333333333333,0.9206349206349206,0.775,0.8416666666666667,0.8694444444444445,0.3537037037037037,0.42777777777777776,0.7404629629629631,0.49031481481481487,0.819,0.506,0.453,0.709,0.976,0.873015873015873,0.30158730158730157,0.4603174603174603,0.5555555555555556,0.6428571428571429,0.49398148148148147,0.27037037037037037,0.7708333333333334,0.687962962962963,0.9384259259259259,0.5464285714285714,0.39113425925925926,0.5153697089947089,0.9843184983872403,1.0,1.0,0.8819281957756119,0.9870397340630388,-0.8690454973274042,-0.0851568809845991,0.13095450267259579,0.9148431190154009,0.4837043800268581,fatigued,10.0,36,0.0137669559356306,0.001802844867866,0.1690290993801081,0.1546351084812623,0.014620529098248,360,640,2026-01-16,fantasy,power-up,Get offer,Join the arena,No ads in first week,lime,excited,8,0.055,19,0,0,1,0,1,0,341192,1839695,25327,4281,1406111,2535,392,0.6660493827160494,competitive,45-54,Both,BR|ES|MX,2026-01-03,2026-02-20,3636,CTR,LATAM,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500256,20042,1006,NeonArena,NeonArena Arena,gaming,install,rewarded_video,es,assets/creative_500256.png,0.0053435678800578,0.1760022586109542,0.940480015931134,1.4577996545518466,13257060,70840,12468,49720.92,72483.14,0.05454545454545454,0.05454545454545454,0.01818181818181818,0.4909090909090909,0.5583333333333333,0.8740740740740741,0.8546296296296296,0.15092592592592594,0.1290909090909091,0.6594907407407408,0.23517087542087545,0.66,0.48,0.393,0.766,0.875,0.2,0.2909090909090909,0.2727272727272727,0.6545454545454545,0.4,0.08518518518518518,0.22824074074074074,0.6185185185185185,0.763425925925926,0.8819444444444444,0.41909090909090907,0.31699074074074074,0.3986708754208754,1.0,1.0,1.0,0.955469903906914,0.9977734951953456,-0.7971319314417611,-0.0623429636957828,0.2028680685582389,0.9376570363042172,0.5335231040439291,stable,,49,0.0093162021263494,0.0018899599316706,0.1784870809686629,0.1673596673596673,0.0123064936687481,360,640,2026-01-03,competitive,challenge,Start now,Level up today,No ads in first week,blue,calm,20,0.05,45,2,1,0,0,1,0,1281291,6090250,56738,10127,1018011,1924,322,0.5212962962962963,competitive,45-54,Both,BR|ES|MX,2026-01-03,2026-02-20,3636,CTR,LATAM,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500257,20042,1006,NeonArena,NeonArena Arena,gaming,install,native,pt,assets/creative_500257.png,0.0040697537632634,0.1681088445393622,0.68416160270194,1.5953955269261444,13346262,54316,9131,32724.7,52208.84,0.027777777777777776,0.1111111111111111,0.022222222222222223,0.6722222222222223,0.24444444444444444,0.8518518518518519,0.8175925925925925,0.2037037037037037,0.17555555555555558,0.5887499999999999,0.25819444444444445,0.633,0.667,0.483,0.676,0.588,0.2222222222222222,0.7666666666666667,0.6055555555555555,0.5027777777777778,0.016666666666666666,0.058333333333333334,0.6305555555555555,0.8291666666666667,0.6347222222222222,0.5814814814814815,0.4736111111111111,0.37053240740740734,0.45299537037037035,1.0,1.0,1.0,0.9297367214508081,0.9964868360725404,-0.7933298250215056,-0.0840792238812561,0.20667017497849438,0.9159207761187439,0.5258329454916066,stable,,44,0.0086358054659165,0.0017847634267212,0.1720726938118242,0.157604955264969,0.0106558178175243,320,320,2026-01-08,competitive,free shipping,Install now,Unlock rare gear,Free rewards for new players,blue,excited,0,0.371,32,2,1,0,0,1,0,896776,4026955,34776,5984,1628227,2906,458,0.4219135802469135,competitive,45-54,Both,BR|ES|MX,2026-01-03,2026-02-20,3636,CTR,LATAM,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective
